Period,Country,Indicator,Value
2020-Q4,Costa Rica,Mean Labor Income - Decile 10,3903.5
2020-Q4,Brazil,Mean Labor Income - Decile 10,3903.2
2019-Q1,Paraguay,Mean Labor Income - Decile 10,3901.0
2023-Q2,Uruguay,Mean Labor Income - Decile 10,3899.5
2024-Q3,Brazil,Mean Labor Income - Decile 10,3894.8
2018-Q1,Argentina,Mean Labor Income - Decile 10,3891.9
2022-Q1,Uruguay,Mean Labor Income - Decile 10,3883.9
2021-Q1,Brazil,Mean Labor Income - Decile 10,3874.3
2020-Q1,Brazil,Mean Labor Income - Decile 10,3869.1
2018-Q1,Paraguay,Mean Labor Income - Decile 10,3861.4
2024-Q1,Brazil,Mean Labor Income - Decile 10,3856.3
2019-Q4,Brazil,Mean Labor Income - Decile 10,3838.3
2023-Q4,Brazil,Mean Labor Income - Decile 10,3827.4
2024-Q2,Costa Rica,Mean Labor Income - Decile 10,3823.2
2018-Q2,Paraguay,Mean Labor Income - Decile 10,3822.4
2019-Q1,Brazil,Mean Labor Income - Decile 10,3822.3
2018-Q4,Brazil,Mean Labor Income - Decile 10,3808.3
2023-Q3,Costa Rica,Mean Labor Income - Decile 10,3801.2
2019-Q3,Brazil,Mean Labor Income - Decile 10,3798.4
2018-Q3,Brazil,Mean Labor Income - Decile 10,3798.2
2019-Q2,Brazil,Mean Labor Income - Decile 10,3790.6
2023-Q4,Uruguay,Mean Labor Income - Decile 10,3790.3
2023-Q3,Brazil,Mean Labor Income - Decile 10,3784.5
2017-Q1,Uruguay,Mean Labor Income - Decile 10,3783.4
2023-Q2,Costa Rica,Mean Labor Income - Decile 10,3781.1
2018-Q2,Brazil,Mean Labor Income - Decile 10,3772.8
2022-Q3,Costa Rica,Mean Labor Income - Decile 10,3771.4
2022-Q3,Uruguay,Mean Labor Income - Decile 10,3763.4
2023-Q3,Uruguay,Mean Labor Income - Decile 10,3761.5
2024-Q2,Uruguay,Mean Labor Income - Decile 10,3757.6
2022-Q3,Colombia,Mean Labor Income - Decile 10,3749.9
2023-Q4,Colombia,Mean Labor Income - Decile 10,3743.2
2018-Q1,Brazil,Mean Labor Income - Decile 10,3743.0
2021-Q2,Brazil,Mean Labor Income - Decile 10,3738.9
2018-Q4,Paraguay,Mean Labor Income - Decile 10,3729.5
2023-Q1,Brazil,Mean Labor Income - Decile 10,3729.1
2017-Q4,Brazil,Mean Labor Income - Decile 10,3725.3
2024-Q1,Paraguay,Mean Labor Income - Decile 10,3720.3
2017-Q2,Argentina,Mean Labor Income - Decile 10,3710.4
2017-Q3,Argentina,Mean Labor Income - Decile 10,3701.9
2023-Q2,Brazil,Mean Labor Income - Decile 10,3695.0
2022-Q4,Brazil,Mean Labor Income - Decile 10,3692.1
2017-Q4,Uruguay,Mean Labor Income - Decile 10,3685.2
2023-Q3,Colombia,Mean Labor Income - Decile 10,3683.4
2022-Q4,Colombia,Mean Labor Income - Decile 10,3679.3
2023-Q4,Costa Rica,Mean Labor Income - Decile 10,3671.4
2018-Q2,Uruguay,Mean Labor Income - Decile 10,3666.1
2017-Q3,Uruguay,Mean Labor Income - Decile 10,3660.4
2019-Q3,Uruguay,Mean Labor Income - Decile 10,3658.8
2024-Q1,Costa Rica,Mean Labor Income - Decile 10,3657.3
2017-Q3,Brazil,Mean Labor Income - Decile 10,3643.8
2017-Q1,Paraguay,Mean Labor Income - Decile 10,3643.6
2017-Q1,Brazil,Mean Labor Income - Decile 10,3642.9
2016-Q3,Argentina,Mean Labor Income - Decile 10,3638.6
2017-Q1,Argentina,Mean Labor Income - Decile 10,3637.3
2018-Q3,Uruguay,Mean Labor Income - Decile 10,3636.3
2022-Q3,Brazil,Mean Labor Income - Decile 10,3634.1
2019-Q2,Uruguay,Mean Labor Income - Decile 10,3632.3
2019-Q4,Paraguay,Mean Labor Income - Decile 10,3618.4
2017-Q4,Argentina,Mean Labor Income - Decile 10,3616.5
2023-Q1,Costa Rica,Mean Labor Income - Decile 10,3616.0
2016-Q3,Uruguay,Mean Labor Income - Decile 10,3615.6
2017-Q2,Brazil,Mean Labor Income - Decile 10,3613.7
2016-Q4,Brazil,Mean Labor Income - Decile 10,3603.3
2018-Q1,Uruguay,Mean Labor Income - Decile 10,3601.5
2016-Q1,Brazil,Mean Labor Income - Decile 10,3590.8
2022-Q2,Colombia,Mean Labor Income - Decile 10,3586.5
2016-Q4,Argentina,Mean Labor Income - Decile 10,3578.3
2016-Q1,Uruguay,Mean Labor Income - Decile 10,3576.7
2023-Q1,Uruguay,Mean Labor Income - Decile 10,3570.1
2016-Q2,Argentina,Mean Labor Income - Decile 10,3568.1
2021-Q3,Brazil,Mean Labor Income - Decile 10,3568.1
2018-Q2,Argentina,Mean Labor Income - Decile 10,3553.5
2018-Q4,Uruguay,Mean Labor Income - Decile 10,3548.4
2023-Q2,Colombia,Mean Labor Income - Decile 10,3547.7
2016-Q3,Brazil,Mean Labor Income - Decile 10,3542.0
2017-Q2,Uruguay,Mean Labor Income - Decile 10,3537.7
2023-Q1,Colombia,Mean Labor Income - Decile 10,3522.2
2020-Q1,Uruguay,Mean Labor Income - Decile 10,3513.8
2016-Q2,Brazil,Mean Labor Income - Decile 10,3500.2
2021-Q3,Uruguay,Mean Labor Income - Decile 10,3499.8
2021-Q2,Colombia,Mean Labor Income - Decile 10,3496.0
2019-Q4,Uruguay,Mean Labor Income - Decile 10,3494.0
2019-Q3,Paraguay,Mean Labor Income - Decile 10,3486.9
2022-Q4,Costa Rica,Mean Labor Income - Decile 10,3478.4
2022-Q2,Brazil,Mean Labor Income - Decile 10,3467.7
2022-Q4,Uruguay,Mean Labor Income - Decile 10,3465.3
2016-Q4,Uruguay,Mean Labor Income - Decile 10,3464.2
2021-Q1,Colombia,Mean Labor Income - Decile 10,3454.6
2021-Q3,Colombia,Mean Labor Income - Decile 10,3440.1
2021-Q4,Uruguay,Mean Labor Income - Decile 10,3439.7
2022-Q1,Colombia,Mean Labor Income - Decile 10,3429.2
2021-Q2,Uruguay,Mean Labor Income - Decile 10,3418.9
2020-Q3,Uruguay,Mean Labor Income - Decile 10,3415.1
2023-Q2,Paraguay,Mean Labor Income - Decile 10,3413.7
2019-Q3,Argentina,Mean Labor Income - Decile 10,3407.6
2020-Q4,Uruguay,Mean Labor Income - Decile 10,3406.8
2022-Q2,Uruguay,Mean Labor Income - Decile 10,3394.8
2021-Q1,Uruguay,Mean Labor Income - Decile 10,3377.1
2021-Q4,Brazil,Mean Labor Income - Decile 10,3373.4
2022-Q1,Brazil,Mean Labor Income - Decile 10,3370.1
2023-Q4,Paraguay,Mean Labor Income - Decile 10,3357.2
2017-Q3,Ecuador,Mean Labor Income - Decile 10,3347.3
2018-Q3,Argentina,Mean Labor Income - Decile 10,3337.1
2020-Q2,Uruguay,Mean Labor Income - Decile 10,3324.5
2016-Q2,Uruguay,Mean Labor Income - Decile 10,3322.3
2018-Q3,Ecuador,Mean Labor Income - Decile 10,3319.0
2019-Q1,Uruguay,Mean Labor Income - Decile 10,3312.7
2019-Q1,Argentina,Mean Labor Income - Decile 10,3300.7
2018-Q4,Argentina,Mean Labor Income - Decile 10,3296.7
2021-Q2,Argentina,Mean Labor Income - Decile 10,3280.1
2021-Q4,Colombia,Mean Labor Income - Decile 10,3278.2
2021-Q4,Argentina,Mean Labor Income - Decile 10,3276.8
2022-Q4,Paraguay,Mean Labor Income - Decile 10,3226.5
2019-Q2,Bolivia,Mean Labor Income - Decile 10,3226.1
2019-Q1,Bolivia,Mean Labor Income - Decile 10,3224.7
2019-Q2,Argentina,Mean Labor Income - Decile 10,3222.7
2020-Q4,Paraguay,Mean Labor Income - Decile 10,3218.4
2022-Q1,Paraguay,Mean Labor Income - Decile 10,3217.4
2022-Q1,Argentina,Mean Labor Income - Decile 10,3210.4
2021-Q3,Argentina,Mean Labor Income - Decile 10,3208.0
2016-Q4,Peru,Mean Labor Income - Decile 10,3201.9
2018-Q3,Bolivia,Mean Labor Income - Decile 10,3194.9
2020-Q2,Argentina,Mean Labor Income - Decile 10,3189.0
2023-Q1,Argentina,Mean Labor Income - Decile 10,3182.5
2024-Q3,Argentina,Mean Labor Income - Decile 10,3172.1
2020-Q1,Bolivia,Mean Labor Income - Decile 10,3154.5
2021-Q1,Argentina,Mean Labor Income - Decile 10,3142.1
2018-Q4,Bolivia,Mean Labor Income - Decile 10,3140.8
2018-Q2,Bolivia,Mean Labor Income - Decile 10,3136.3
2018-Q4,Dominican Republic,Mean Labor Income - Decile 10,3134.6
2019-Q4,Argentina,Mean Labor Income - Decile 10,3127.6
2020-Q1,Argentina,Mean Labor Income - Decile 10,3127.2
2023-Q1,Paraguay,Mean Labor Income - Decile 10,3108.9
2019-Q2,Colombia,Mean Labor Income - Decile 10,3108.6
2019-Q1,Dominican Republic,Mean Labor Income - Decile 10,3104.5
2019-Q3,Bolivia,Mean Labor Income - Decile 10,3093.4
2016-Q3,Bolivia,Mean Labor Income - Decile 10,3076.5
2019-Q1,Colombia,Mean Labor Income - Decile 10,3072.7
2024-Q3,Paraguay,Mean Labor Income - Decile 10,3071.2
2022-Q3,Paraguay,Mean Labor Income - Decile 10,3070.6
2016-Q1,Peru,Mean Labor Income - Decile 10,3068.0
2021-Q4,Paraguay,Mean Labor Income - Decile 10,3065.3
2019-Q3,Colombia,Mean Labor Income - Decile 10,3049.4
2016-Q2,Bolivia,Mean Labor Income - Decile 10,3048.6
2019-Q3,Ecuador,Mean Labor Income - Decile 10,3047.6
2019-Q4,Peru,Mean Labor Income - Decile 10,3040.8
2018-Q3,Dominican Republic,Mean Labor Income - Decile 10,3036.1
2016-Q1,Bolivia,Mean Labor Income - Decile 10,3032.6
2020-Q3,Ecuador,Mean Labor Income - Decile 10,3027.1
2018-Q3,Peru,Mean Labor Income - Decile 10,3025.7
2020-Q1,Colombia,Mean Labor Income - Decile 10,3014.6
2018-Q4,Colombia,Mean Labor Income - Decile 10,3008.2
2017-Q1,Bolivia,Mean Labor Income - Decile 10,3006.3
2018-Q4,Peru,Mean Labor Income - Decile 10,3002.8
2023-Q3,Argentina,Mean Labor Income - Decile 10,3001.8
2023-Q3,Paraguay,Mean Labor Income - Decile 10,3001.8
2021-Q1,Ecuador,Mean Labor Income - Decile 10,3000.3
2018-Q3,Colombia,Mean Labor Income - Decile 10,2997.0
2018-Q1,Ecuador,Mean Labor Income - Decile 10,2983.9
2016-Q1,Colombia,Mean Labor Income - Decile 10,2983.3
2022-Q2,Paraguay,Mean Labor Income - Decile 10,2981.9
2016-Q4,Bolivia,Mean Labor Income - Decile 10,2969.5
2019-Q4,Bolivia,Mean Labor Income - Decile 10,2964.5
2017-Q4,Peru,Mean Labor Income - Decile 10,2962.1
2017-Q3,Colombia,Mean Labor Income - Decile 10,2961.1
2016-Q1,Ecuador,Mean Labor Income - Decile 10,2959.2
2018-Q2,Ecuador,Mean Labor Income - Decile 10,2951.9
2018-Q1,Bolivia,Mean Labor Income - Decile 10,2950.5
2016-Q2,Colombia,Mean Labor Income - Decile 10,2946.7
2018-Q2,Colombia,Mean Labor Income - Decile 10,2946.6
2017-Q1,Peru,Mean Labor Income - Decile 10,2943.5
2019-Q2,Ecuador,Mean Labor Income - Decile 10,2939.8
2017-Q1,Colombia,Mean Labor Income - Decile 10,2939.5
2016-Q3,Ecuador,Mean Labor Income - Decile 10,2935.5
2019-Q1,Peru,Mean Labor Income - Decile 10,2927.2
2017-Q2,Bolivia,Mean Labor Income - Decile 10,2925.2
2016-Q3,Colombia,Mean Labor Income - Decile 10,2924.7
2020-Q3,Argentina,Mean Labor Income - Decile 10,2922.4
2019-Q3,Peru,Mean Labor Income - Decile 10,2914.2
2018-Q2,Dominican Republic,Mean Labor Income - Decile 10,2913.5
2016-Q4,Ecuador,Mean Labor Income - Decile 10,2908.1
2020-Q4,Colombia,Mean Labor Income - Decile 10,2900.7
2022-Q1,Ecuador,Mean Labor Income - Decile 10,2898.5
2022-Q2,Argentina,Mean Labor Income - Decile 10,2876.5
2024-Q2,Paraguay,Mean Labor Income - Decile 10,2872.4
2019-Q4,Colombia,Mean Labor Income - Decile 10,2868.7
2018-Q4,Ecuador,Mean Labor Income - Decile 10,2860.6
2018-Q1,Peru,Mean Labor Income - Decile 10,2857.5
2016-Q2,Peru,Mean Labor Income - Decile 10,2856.2
2017-Q3,Bolivia,Mean Labor Income - Decile 10,2852.9
2022-Q3,Argentina,Mean Labor Income - Decile 10,2851.0
2016-Q4,Colombia,Mean Labor Income - Decile 10,2846.0
2022-Q4,Argentina,Mean Labor Income - Decile 10,2842.4
2018-Q1,Colombia,Mean Labor Income - Decile 10,2842.3
2020-Q2,Colombia,Mean Labor Income - Decile 10,2838.8
2023-Q2,Argentina,Mean Labor Income - Decile 10,2836.8
2023-Q4,Argentina,Mean Labor Income - Decile 10,2835.0
2017-Q4,Bolivia,Mean Labor Income - Decile 10,2827.1
2023-Q4,Bolivia,Mean Labor Income - Decile 10,2802.8
2017-Q2,Colombia,Mean Labor Income - Decile 10,2802.8
2017-Q4,Ecuador,Mean Labor Income - Decile 10,2800.3
2018-Q1,Dominican Republic,Mean Labor Income - Decile 10,2799.0
2019-Q4,Dominican Republic,Mean Labor Income - Decile 10,2798.4
2020-Q3,Colombia,Mean Labor Income - Decile 10,2791.8
2020-Q4,Argentina,Mean Labor Income - Decile 10,2790.1
2022-Q2,Bolivia,Mean Labor Income - Decile 10,2789.6
2017-Q4,Colombia,Mean Labor Income - Decile 10,2787.5
2020-Q1,Peru,Mean Labor Income - Decile 10,2783.5
2016-Q3,Peru,Mean Labor Income - Decile 10,2779.5
2020-Q4,Bolivia,Mean Labor Income - Decile 10,2778.7
2020-Q2,Bolivia,Mean Labor Income - Decile 10,2777.1
2019-Q3,Dominican Republic,Mean Labor Income - Decile 10,2775.3
2018-Q2,Peru,Mean Labor Income - Decile 10,2774.1
2017-Q3,Peru,Mean Labor Income - Decile 10,2772.3
2021-Q3,Bolivia,Mean Labor Income - Decile 10,2769.9
2017-Q1,Ecuador,Mean Labor Income - Decile 10,2769.5
2019-Q2,Peru,Mean Labor Income - Decile 10,2765.4
2017-Q2,Peru,Mean Labor Income - Decile 10,2764.9
2024-Q2,Argentina,Mean Labor Income - Decile 10,2763.2
2017-Q2,Ecuador,Mean Labor Income - Decile 10,2757.7
2024-Q1,Ecuador,Mean Labor Income - Decile 10,2756.9
2024-Q1,Bolivia,Mean Labor Income - Decile 10,2747.1
2024-Q1,Peru,Mean Labor Income - Decile 10,2742.6
2016-Q2,Ecuador,Mean Labor Income - Decile 10,2739.1
2023-Q3,Peru,Mean Labor Income - Decile 10,2734.0
2019-Q2,Dominican Republic,Mean Labor Income - Decile 10,2726.1
2023-Q1,Ecuador,Mean Labor Income - Decile 10,2721.6
2024-Q2,Peru,Mean Labor Income - Decile 10,2717.5
2019-Q4,Ecuador,Mean Labor Income - Decile 10,2712.4
2020-Q3,Peru,Mean Labor Income - Decile 10,2694.1
2016-Q4,Dominican Republic,Mean Labor Income - Decile 10,2689.8
2020-Q1,El Salvador,Mean Labor Income - Decile 10,2686.7
2023-Q2,Bolivia,Mean Labor Income - Decile 10,2681.7
2023-Q2,Peru,Mean Labor Income - Decile 10,2675.5
2023-Q1,Bolivia,Mean Labor Income - Decile 10,2669.2
2021-Q3,Ecuador,Mean Labor Income - Decile 10,2662.8
2019-Q1,Ecuador,Mean Labor Income - Decile 10,2661.1
2023-Q4,Peru,Mean Labor Income - Decile 10,2660.9
2021-Q2,Peru,Mean Labor Income - Decile 10,2656.9
2020-Q1,Dominican Republic,Mean Labor Income - Decile 10,2655.2
2020-Q4,Peru,Mean Labor Income - Decile 10,2654.7
2023-Q3,Bolivia,Mean Labor Income - Decile 10,2647.4
2017-Q4,Dominican Republic,Mean Labor Income - Decile 10,2644.0
2024-Q2,Bolivia,Mean Labor Income - Decile 10,2636.3
2021-Q1,Bolivia,Mean Labor Income - Decile 10,2635.0
2022-Q3,Bolivia,Mean Labor Income - Decile 10,2621.1
2021-Q4,Bolivia,Mean Labor Income - Decile 10,2619.6
2016-Q2,Dominican Republic,Mean Labor Income - Decile 10,2615.6
2024-Q2,Dominican Republic,Mean Labor Income - Decile 10,2605.3
2017-Q1,Dominican Republic,Mean Labor Income - Decile 10,2605.0
2021-Q4,Peru,Mean Labor Income - Decile 10,2603.7
2017-Q3,Dominican Republic,Mean Labor Income - Decile 10,2600.6
2021-Q2,Bolivia,Mean Labor Income - Decile 10,2599.9
2022-Q4,Bolivia,Mean Labor Income - Decile 10,2598.3
2021-Q1,Peru,Mean Labor Income - Decile 10,2578.7
2022-Q1,Bolivia,Mean Labor Income - Decile 10,2577.4
2017-Q2,Dominican Republic,Mean Labor Income - Decile 10,2573.0
2020-Q4,Ecuador,Mean Labor Income - Decile 10,2572.0
2022-Q4,Peru,Mean Labor Income - Decile 10,2571.9
2024-Q1,Argentina,Mean Labor Income - Decile 10,2564.5
2024-Q3,Dominican Republic,Mean Labor Income - Decile 10,2555.9
2021-Q3,Peru,Mean Labor Income - Decile 10,2544.9
2023-Q1,Peru,Mean Labor Income - Decile 10,2544.7
2016-Q3,Dominican Republic,Mean Labor Income - Decile 10,2539.3
2023-Q4,Dominican Republic,Mean Labor Income - Decile 10,2526.9
2016-Q1,Dominican Republic,Mean Labor Income - Decile 10,2517.6
2021-Q2,Ecuador,Mean Labor Income - Decile 10,2510.4
2022-Q1,Peru,Mean Labor Income - Decile 10,2496.6
2020-Q3,Bolivia,Mean Labor Income - Decile 10,2492.5
2022-Q3,Peru,Mean Labor Income - Decile 10,2461.5
2022-Q3,Ecuador,Mean Labor Income - Decile 10,2447.4
2020-Q3,Dominican Republic,Mean Labor Income - Decile 10,2429.4
2021-Q4,Ecuador,Mean Labor Income - Decile 10,2427.3
2022-Q2,Peru,Mean Labor Income - Decile 10,2421.1
2020-Q2,Peru,Mean Labor Income - Decile 10,2399.0
2023-Q2,Ecuador,Mean Labor Income - Decile 10,2381.8
2023-Q2,Dominican Republic,Mean Labor Income - Decile 10,2378.5
2022-Q2,Ecuador,Mean Labor Income - Decile 10,2367.4
2020-Q4,Dominican Republic,Mean Labor Income - Decile 10,2364.2
2023-Q2,El Salvador,Mean Labor Income - Decile 10,2358.9
2023-Q1,El Salvador,Mean Labor Income - Decile 10,2351.4
2024-Q2,Ecuador,Mean Labor Income - Decile 10,2349.3
2023-Q3,Dominican Republic,Mean Labor Income - Decile 10,2340.5
2023-Q3,Ecuador,Mean Labor Income - Decile 10,2319.3
2024-Q3,Ecuador,Mean Labor Income - Decile 10,2311.8
2023-Q1,Dominican Republic,Mean Labor Income - Decile 10,2310.3
2022-Q4,Ecuador,Mean Labor Income - Decile 10,2307.3
2024-Q1,Dominican Republic,Mean Labor Income - Decile 10,2300.6
2021-Q1,Dominican Republic,Mean Labor Income - Decile 10,2282.6
2022-Q4,Dominican Republic,Mean Labor Income - Decile 10,2270.3
2020-Q2,Dominican Republic,Mean Labor Income - Decile 10,2258.2
2021-Q4,Dominican Republic,Mean Labor Income - Decile 10,2256.9
2016-Q1,El Salvador,Mean Labor Income - Decile 10,2243.7
2023-Q4,Ecuador,Mean Labor Income - Decile 10,2220.6
2024-Q4,Ecuador,Mean Labor Income - Decile 10,2219.8
2021-Q2,Dominican Republic,Mean Labor Income - Decile 10,2200.8
2016-Q3,Costa Rica,Mean Labor Income - Decile 9,2194.5
2018-Q1,Argentina,Mean Labor Income - Decile 9,2190.3
2017-Q4,Argentina,Mean Labor Income - Decile 9,2182.0
2022-Q1,Dominican Republic,Mean Labor Income - Decile 10,2177.4
2022-Q2,Dominican Republic,Mean Labor Income - Decile 10,2159.0
2020-Q3,El Salvador,Mean Labor Income - Decile 10,2154.2
2021-Q3,Dominican Republic,Mean Labor Income - Decile 10,2154.0
2020-Q2,Costa Rica,Mean Labor Income - Decile 9,2150.6
2021-Q1,El Salvador,Mean Labor Income - Decile 10,2142.4
2016-Q1,Costa Rica,Mean Labor Income - Decile 9,2133.0
2016-Q4,Costa Rica,Mean Labor Income - Decile 9,2131.4
2017-Q1,Argentina,Mean Labor Income - Decile 9,2127.0
2023-Q4,Chile,Mean Labor Income - Decile 9,2123.5
2022-Q2,El Salvador,Mean Labor Income - Decile 10,2122.9
2017-Q3,Argentina,Mean Labor Income - Decile 9,2118.4
2021-Q2,El Salvador,Mean Labor Income - Decile 10,2117.5
2020-Q4,El Salvador,Mean Labor Income - Decile 10,2111.4
2020-Q4,Chile,Mean Labor Income - Decile 9,2110.8
2019-Q3,Costa Rica,Mean Labor Income - Decile 9,2105.8
2021-Q3,Costa Rica,Mean Labor Income - Decile 9,2104.4
2022-Q1,El Salvador,Mean Labor Income - Decile 10,2099.0
2019-Q1,El Salvador,Mean Labor Income - Decile 10,2095.4
2019-Q2,Costa Rica,Mean Labor Income - Decile 9,2090.5
2019-Q2,El Salvador,Mean Labor Income - Decile 10,2086.7
2022-Q3,Dominican Republic,Mean Labor Income - Decile 10,2083.4
2017-Q1,Costa Rica,Mean Labor Income - Decile 9,2082.8
2024-Q2,Costa Rica,Mean Labor Income - Decile 9,2071.3
2016-Q3,Argentina,Mean Labor Income - Decile 9,2070.3
2017-Q2,Costa Rica,Mean Labor Income - Decile 9,2057.6
2016-Q4,Argentina,Mean Labor Income - Decile 9,2057.4
2017-Q3,Costa Rica,Mean Labor Income - Decile 9,2055.6
2018-Q2,Argentina,Mean Labor Income - Decile 9,2053.3
2016-Q2,Argentina,Mean Labor Income - Decile 9,2053.2
2019-Q3,El Salvador,Mean Labor Income - Decile 10,2051.2
2019-Q1,Costa Rica,Mean Labor Income - Decile 9,2050.5
2024-Q4,Costa Rica,Mean Labor Income - Decile 9,2050.1
2023-Q4,Costa Rica,Mean Labor Income - Decile 9,2041.8
2021-Q2,Costa Rica,Mean Labor Income - Decile 9,2039.1
2022-Q1,Costa Rica,Mean Labor Income - Decile 9,2039.1
2017-Q2,Argentina,Mean Labor Income - Decile 9,2038.4
2024-Q1,Costa Rica,Mean Labor Income - Decile 9,2034.8
2016-Q2,Costa Rica,Mean Labor Income - Decile 9,2032.8
2024-Q3,Mexico,Mean Labor Income - Decile 10,2029.6
2021-Q4,Costa Rica,Mean Labor Income - Decile 9,2023.6
2017-Q4,Costa Rica,Mean Labor Income - Decile 9,2015.8
2021-Q4,Chile,Mean Labor Income - Decile 9,2011.7
2023-Q3,El Salvador,Mean Labor Income - Decile 10,2003.0
2024-Q3,Costa Rica,Mean Labor Income - Decile 9,2002.5
2019-Q4,Costa Rica,Mean Labor Income - Decile 9,1998.0
2020-Q3,Costa Rica,Mean Labor Income - Decile 9,1997.0
2018-Q2,Costa Rica,Mean Labor Income - Decile 9,1996.3
2018-Q3,Costa Rica,Mean Labor Income - Decile 9,1990.3
2022-Q3,El Salvador,Mean Labor Income - Decile 10,1989.1
2018-Q3,Argentina,Mean Labor Income - Decile 9,1986.4
2018-Q1,El Salvador,Mean Labor Income - Decile 10,1985.0
2024-Q2,Mexico,Mean Labor Income - Decile 10,1984.5
2022-Q4,Chile,Mean Labor Income - Decile 9,1973.8
2020-Q1,Costa Rica,Mean Labor Income - Decile 9,1973.6
2021-Q3,El Salvador,Mean Labor Income - Decile 10,1973.4
2023-Q4,El Salvador,Mean Labor Income - Decile 10,1970.1
2018-Q4,Costa Rica,Mean Labor Income - Decile 9,1969.9
2018-Q4,Chile,Mean Labor Income - Decile 9,1958.5
2024-Q1,Mexico,Mean Labor Income - Decile 10,1955.9
2017-Q4,Chile,Mean Labor Income - Decile 9,1950.3
2018-Q1,Costa Rica,Mean Labor Income - Decile 9,1947.1
2022-Q2,Costa Rica,Mean Labor Income - Decile 9,1944.5
2018-Q2,El Salvador,Mean Labor Income - Decile 10,1932.7
2023-Q4,Mexico,Mean Labor Income - Decile 10,1922.6
2019-Q4,Chile,Mean Labor Income - Decile 9,1916.4
2020-Q4,Costa Rica,Mean Labor Income - Decile 9,1913.2
2024-Q1,Uruguay,Mean Labor Income - Decile 9,1908.8
2023-Q3,Mexico,Mean Labor Income - Decile 10,1907.9
2021-Q3,Mexico,Mean Labor Income - Decile 10,1907.4
2017-Q3,Uruguay,Mean Labor Income - Decile 9,1907.0
2017-Q1,Uruguay,Mean Labor Income - Decile 9,1906.2
2024-Q2,Uruguay,Mean Labor Income - Decile 9,1899.6
2023-Q2,Mexico,Mean Labor Income - Decile 10,1898.8
2017-Q4,Uruguay,Mean Labor Income - Decile 9,1897.2
2018-Q2,Uruguay,Mean Labor Income - Decile 9,1887.6
2017-Q1,El Salvador,Mean Labor Income - Decile 10,1886.6
2021-Q1,Costa Rica,Mean Labor Income - Decile 9,1885.3
2019-Q4,El Salvador,Mean Labor Income - Decile 10,1882.9
2023-Q3,Costa Rica,Mean Labor Income - Decile 9,1871.8
2019-Q2,Uruguay,Mean Labor Income - Decile 9,1871.5
