Period,Country,Indicator,Value
2017-Q1,Uruguay,Mean Monthly Labor Income by educational attaintment - High,2363.2
2023-Q2,Costa Rica,Mean Monthly Labor Income by educational attaintment - High,2351.7
2023-Q1,Costa Rica,Mean Monthly Labor Income by educational attaintment - High,2343.4
2023-Q4,Chile,Mean Monthly Labor Income by educational attaintment - High,2336.6
2022-Q4,Costa Rica,Mean Monthly Labor Income by educational attaintment - High,2324.8
2023-Q2,Uruguay,Mean Monthly Labor Income by educational attaintment - High,2312.9
2018-Q2,Uruguay,Mean Monthly Labor Income by educational attaintment - High,2299.7
2016-Q1,Costa Rica,Monthly Income Per Capita by educational attaintment - High,2299.2
2018-Q1,Uruguay,Mean Monthly Labor Income by educational attaintment - High,2294.8
2016-Q1,Uruguay,Mean Monthly Labor Income by educational attaintment - High,2289.7
2017-Q3,Uruguay,Mean Monthly Labor Income by educational attaintment - High,2288.8
2022-Q4,Chile,Mean Monthly Labor Income by educational attaintment - High,2282.3
2022-Q3,Uruguay,Mean Monthly Labor Income by educational attaintment - High,2277.5
2023-Q3,Uruguay,Mean Monthly Labor Income by educational attaintment - High,2273.9
2024-Q1,Uruguay,Mean Monthly Labor Income by educational attaintment - High,2265.1
2018-Q4,Uruguay,Mean Monthly Labor Income by educational attaintment - High,2262.0
2019-Q2,Uruguay,Mean Monthly Labor Income by educational attaintment - High,2254.2
2023-Q4,Uruguay,Mean Monthly Labor Income by educational attaintment - High,2253.7
2017-Q4,Uruguay,Mean Monthly Labor Income by educational attaintment - High,2252.5
2018-Q3,Uruguay,Mean Monthly Labor Income by educational attaintment - High,2249.5
2019-Q3,Uruguay,Mean Monthly Labor Income by educational attaintment - High,2245.9
2016-Q3,Uruguay,Mean Monthly Labor Income by educational attaintment - High,2242.1
2016-Q4,Costa Rica,Monthly Income Per Capita by educational attaintment - High,2225.8
2024-Q2,Uruguay,Mean Monthly Labor Income by educational attaintment - High,2221.2
2019-Q1,Costa Rica,Monthly Income Per Capita by educational attaintment - High,2217.7
2016-Q4,Uruguay,Mean Monthly Labor Income by educational attaintment - High,2216.4
2016-Q2,Costa Rica,Monthly Income Per Capita by educational attaintment - High,2205.2
2019-Q4,Uruguay,Mean Monthly Labor Income by educational attaintment - High,2192.8
2017-Q2,Uruguay,Mean Monthly Labor Income by educational attaintment - High,2184.1
2016-Q1,Brazil,Mean Monthly Labor Income by educational attaintment - High,2154.1
2022-Q1,Uruguay,Mean Monthly Labor Income by educational attaintment - High,2149.9
2017-Q4,Brazil,Mean Monthly Labor Income by educational attaintment - High,2142.7
2017-Q1,Costa Rica,Monthly Income Per Capita by educational attaintment - High,2140.9
2016-Q2,Uruguay,Mean Monthly Labor Income by educational attaintment - High,2140.5
2018-Q1,Argentina,Mean Monthly Labor Income by educational attaintment - High,2132.3
2022-Q4,Uruguay,Mean Monthly Labor Income by educational attaintment - High,2129.3
2016-Q4,Brazil,Mean Monthly Labor Income by educational attaintment - High,2124.8
2017-Q3,Costa Rica,Monthly Income Per Capita by educational attaintment - High,2115.7
2017-Q3,Brazil,Mean Monthly Labor Income by educational attaintment - High,2111.5
2016-Q3,Brazil,Mean Monthly Labor Income by educational attaintment - High,2111.5
2017-Q1,Brazil,Mean Monthly Labor Income by educational attaintment - High,2111.4
2018-Q2,Brazil,Mean Monthly Labor Income by educational attaintment - High,2111.4
2019-Q4,Brazil,Mean Monthly Labor Income by educational attaintment - High,2110.8
2018-Q3,Brazil,Mean Monthly Labor Income by educational attaintment - High,2108.7
2016-Q2,Brazil,Mean Monthly Labor Income by educational attaintment - High,2105.1
2018-Q3,Costa Rica,Monthly Income Per Capita by educational attaintment - High,2105.0
2018-Q4,Brazil,Mean Monthly Labor Income by educational attaintment - High,2103.4
2018-Q1,Brazil,Mean Monthly Labor Income by educational attaintment - High,2101.9
2017-Q2,Brazil,Mean Monthly Labor Income by educational attaintment - High,2100.6
2023-Q1,Uruguay,Mean Monthly Labor Income by educational attaintment - High,2097.8
2022-Q2,Uruguay,Mean Monthly Labor Income by educational attaintment - High,2096.3
2020-Q3,Brazil,Mean Monthly Labor Income by educational attaintment - High,2095.1
2018-Q2,Costa Rica,Monthly Income Per Capita by educational attaintment - High,2089.3
2019-Q3,Brazil,Mean Monthly Labor Income by educational attaintment - High,2087.4
2016-Q3,Costa Rica,Monthly Income Per Capita by educational attaintment - High,2087.0
2019-Q1,Uruguay,Mean Monthly Labor Income by educational attaintment - High,2086.5
2019-Q1,Brazil,Mean Monthly Labor Income by educational attaintment - High,2081.5
2019-Q2,Costa Rica,Monthly Income Per Capita by educational attaintment - High,2081.3
2020-Q1,Brazil,Mean Monthly Labor Income by educational attaintment - High,2072.3
2018-Q4,Dominican Republic,Mean Monthly Labor Income by educational attaintment - High,2067.6
2019-Q2,Brazil,Mean Monthly Labor Income by educational attaintment - High,2063.8
2017-Q4,Costa Rica,Monthly Income Per Capita by educational attaintment - High,2062.8
2018-Q3,Paraguay,Mean Monthly Labor Income by educational attaintment - High,2060.7
2017-Q3,Argentina,Mean Monthly Labor Income by educational attaintment - High,2059.6
2019-Q1,Paraguay,Mean Monthly Labor Income by educational attaintment - High,2047.7
2020-Q2,Brazil,Mean Monthly Labor Income by educational attaintment - High,2047.2
2019-Q1,Dominican Republic,Mean Monthly Labor Income by educational attaintment - High,2043.3
2019-Q3,Costa Rica,Monthly Income Per Capita by educational attaintment - High,2036.7
2017-Q2,Costa Rica,Monthly Income Per Capita by educational attaintment - High,2027.9
2017-Q2,Argentina,Mean Monthly Labor Income by educational attaintment - High,2017.0
2018-Q1,Costa Rica,Monthly Income Per Capita by educational attaintment - High,2014.5
2016-Q3,Argentina,Mean Monthly Labor Income by educational attaintment - High,2009.7
2017-Q4,Chile,Monthly Income Per Capita by educational attaintment - High,2003.1
2024-Q2,Brazil,Mean Monthly Labor Income by educational attaintment - High,1997.4
2024-Q3,Brazil,Mean Monthly Labor Income by educational attaintment - High,1997.2
2020-Q4,Brazil,Mean Monthly Labor Income by educational attaintment - High,1996.1
2016-Q4,Argentina,Mean Monthly Labor Income by educational attaintment - High,1994.7
2019-Q2,Colombia,Mean Monthly Labor Income by educational attaintment - High,1991.2
2017-Q1,Argentina,Mean Monthly Labor Income by educational attaintment - High,1991.2
2017-Q4,Argentina,Mean Monthly Labor Income by educational attaintment - High,1983.8
2018-Q2,Argentina,Mean Monthly Labor Income by educational attaintment - High,1982.0
2018-Q4,Chile,Monthly Income Per Capita by educational attaintment - High,1981.7
2019-Q2,Paraguay,Monthly Income Per Capita by educational attaintment - High,1981.3
2016-Q1,Colombia,Mean Monthly Labor Income by educational attaintment - High,1977.2
2019-Q1,Colombia,Mean Monthly Labor Income by educational attaintment - High,1973.8
2018-Q4,Colombia,Mean Monthly Labor Income by educational attaintment - High,1969.3
2018-Q2,Paraguay,Mean Monthly Labor Income by educational attaintment - High,1969.0
2019-Q4,Costa Rica,Monthly Income Per Capita by educational attaintment - High,1964.9
2017-Q2,Paraguay,Mean Monthly Labor Income by educational attaintment - High,1962.6
2021-Q1,Brazil,Mean Monthly Labor Income by educational attaintment - High,1958.8
2018-Q2,Colombia,Mean Monthly Labor Income by educational attaintment - High,1956.2
2024-Q1,Brazil,Mean Monthly Labor Income by educational attaintment - High,1955.5
2017-Q1,Colombia,Mean Monthly Labor Income by educational attaintment - High,1953.6
2016-Q2,Argentina,Mean Monthly Labor Income by educational attaintment - High,1951.8
2017-Q4,Paraguay,Mean Monthly Labor Income by educational attaintment - High,1949.7
2023-Q4,Brazil,Mean Monthly Labor Income by educational attaintment - High,1944.3
2018-Q4,Costa Rica,Monthly Income Per Capita by educational attaintment - High,1938.0
2016-Q4,Chile,Monthly Income Per Capita by educational attaintment - High,1937.9
2018-Q3,Dominican Republic,Mean Monthly Labor Income by educational attaintment - High,1934.9
2018-Q2,Dominican Republic,Mean Monthly Labor Income by educational attaintment - High,1934.8
2020-Q2,Costa Rica,Monthly Income Per Capita by educational attaintment - High,1932.6
2017-Q3,Colombia,Mean Monthly Labor Income by educational attaintment - High,1929.3
2016-Q3,Colombia,Mean Monthly Labor Income by educational attaintment - High,1928.1
2023-Q3,Brazil,Mean Monthly Labor Income by educational attaintment - High,1927.1
2018-Q3,Colombia,Mean Monthly Labor Income by educational attaintment - High,1924.7
2016-Q2,Colombia,Mean Monthly Labor Income by educational attaintment - High,1924.5
2018-Q1,Paraguay,Mean Monthly Labor Income by educational attaintment - High,1922.3
2019-Q3,Colombia,Mean Monthly Labor Income by educational attaintment - High,1916.3
2021-Q3,Costa Rica,Monthly Income Per Capita by educational attaintment - High,1915.5
2017-Q1,Uruguay,Monthly Income Per Capita by educational attaintment - High,1911.4
2020-Q1,Costa Rica,Monthly Income Per Capita by educational attaintment - High,1911.2
2021-Q2,Brazil,Mean Monthly Labor Income by educational attaintment - High,1909.3
2019-Q4,Chile,Monthly Income Per Capita by educational attaintment - High,1906.7
2016-Q4,Colombia,Mean Monthly Labor Income by educational attaintment - High,1897.0
2023-Q1,Brazil,Mean Monthly Labor Income by educational attaintment - High,1896.7
2022-Q4,Brazil,Mean Monthly Labor Income by educational attaintment - High,1895.6
2019-Q4,Colombia,Mean Monthly Labor Income by educational attaintment - High,1888.7
2023-Q2,Brazil,Mean Monthly Labor Income by educational attaintment - High,1884.5
2018-Q1,Colombia,Mean Monthly Labor Income by educational attaintment - High,1880.4
2018-Q2,Uruguay,Monthly Income Per Capita by educational attaintment - High,1871.9
2017-Q3,Paraguay,Mean Monthly Labor Income by educational attaintment - High,1870.1
2021-Q3,Brazil,Mean Monthly Labor Income by educational attaintment - High,1865.6
2018-Q3,Argentina,Mean Monthly Labor Income by educational attaintment - High,1864.5
2018-Q4,Paraguay,Mean Monthly Labor Income by educational attaintment - High,1863.5
2022-Q3,Brazil,Mean Monthly Labor Income by educational attaintment - High,1863.0
2017-Q4,Colombia,Mean Monthly Labor Income by educational attaintment - High,1858.0
2023-Q2,Uruguay,Monthly Income Per Capita by educational attaintment - High,1857.4
2016-Q1,Uruguay,Monthly Income Per Capita by educational attaintment - High,1848.9
2024-Q1,Uruguay,Monthly Income Per Capita by educational attaintment - High,1844.7
2017-Q2,Colombia,Mean Monthly Labor Income by educational attaintment - High,1842.7
2017-Q4,Uruguay,Monthly Income Per Capita by educational attaintment - High,1842.2
2019-Q2,Dominican Republic,Mean Monthly Labor Income by educational attaintment - High,1837.0
2018-Q1,Dominican Republic,Mean Monthly Labor Income by educational attaintment - High,1832.9
2017-Q1,Paraguay,Mean Monthly Labor Income by educational attaintment - High,1832.8
2016-Q4,Uruguay,Monthly Income Per Capita by educational attaintment - High,1828.6
2017-Q3,Uruguay,Monthly Income Per Capita by educational attaintment - High,1827.3
2019-Q4,Paraguay,Mean Monthly Labor Income by educational attaintment - High,1826.0
2018-Q1,Uruguay,Monthly Income Per Capita by educational attaintment - High,1823.4
2023-Q3,Uruguay,Monthly Income Per Capita by educational attaintment - High,1820.4
2022-Q1,Costa Rica,Monthly Income Per Capita by educational attaintment - High,1817.4
2022-Q3,Uruguay,Monthly Income Per Capita by educational attaintment - High,1816.4
2018-Q3,Uruguay,Monthly Income Per Capita by educational attaintment - High,1814.3
2018-Q4,Uruguay,Monthly Income Per Capita by educational attaintment - High,1808.0
2019-Q3,Uruguay,Monthly Income Per Capita by educational attaintment - High,1807.1
2016-Q3,Uruguay,Monthly Income Per Capita by educational attaintment - High,1806.1
2019-Q1,Argentina,Mean Monthly Labor Income by educational attaintment - High,1805.2
2019-Q4,Dominican Republic,Mean Monthly Labor Income by educational attaintment - High,1804.8
2023-Q4,Uruguay,Monthly Income Per Capita by educational attaintment - High,1804.3
2020-Q1,El Salvador,Mean Monthly Labor Income by educational attaintment - High,1802.8
2019-Q3,Dominican Republic,Mean Monthly Labor Income by educational attaintment - High,1801.7
2024-Q4,Costa Rica,Monthly Income Per Capita by educational attaintment - High,1801.3
2019-Q3,Argentina,Mean Monthly Labor Income by educational attaintment - High,1801.1
2021-Q4,Chile,Monthly Income Per Capita by educational attaintment - High,1797.2
2023-Q4,Chile,Monthly Income Per Capita by educational attaintment - High,1794.4
2022-Q2,Brazil,Mean Monthly Labor Income by educational attaintment - High,1789.8
2021-Q4,Costa Rica,Monthly Income Per Capita by educational attaintment - High,1789.7
2019-Q2,Uruguay,Monthly Income Per Capita by educational attaintment - High,1788.0
2017-Q2,Uruguay,Monthly Income Per Capita by educational attaintment - High,1782.5
2021-Q4,Brazil,Mean Monthly Labor Income by educational attaintment - High,1780.4
2019-Q3,Paraguay,Mean Monthly Labor Income by educational attaintment - High,1771.8
2022-Q1,Brazil,Mean Monthly Labor Income by educational attaintment - High,1766.6
2020-Q1,Bolivia,Mean Monthly Labor Income by educational attaintment - High,1764.4
2018-Q4,Argentina,Mean Monthly Labor Income by educational attaintment - High,1757.6
2019-Q4,Uruguay,Monthly Income Per Capita by educational attaintment - High,1752.1
2022-Q4,Chile,Monthly Income Per Capita by educational attaintment - High,1751.0
2021-Q2,Costa Rica,Monthly Income Per Capita by educational attaintment - High,1749.5
2023-Q4,Colombia,Mean Monthly Labor Income by educational attaintment - High,1743.1
2018-Q3,Paraguay,Mean Monthly Labor Income by age - 55-64,1737.8
2022-Q2,Costa Rica,Monthly Income Per Capita by educational attaintment - High,1737.0
2022-Q3,Colombia,Mean Monthly Labor Income by educational attaintment - High,1736.2
2024-Q2,Uruguay,Monthly Income Per Capita by educational attaintment - High,1730.6
2022-Q4,Colombia,Mean Monthly Labor Income by educational attaintment - High,1721.4
2022-Q3,Costa Rica,Monthly Income Per Capita by educational attaintment - High,1720.6
2023-Q2,Paraguay,Mean Monthly Labor Income by educational attaintment - High,1720.3
2016-Q2,Uruguay,Monthly Income Per Capita by educational attaintment - High,1719.0
2019-Q2,Argentina,Mean Monthly Labor Income by educational attaintment - High,1717.0
2024-Q1,Paraguay,Mean Monthly Labor Income by educational attaintment - High,1714.6
2020-Q4,Chile,Monthly Income Per Capita by educational attaintment - High,1713.5
2023-Q3,Colombia,Mean Monthly Labor Income by educational attaintment - High,1705.9
2020-Q4,Costa Rica,Monthly Income Per Capita by educational attaintment - High,1704.3
2022-Q1,Uruguay,Monthly Income Per Capita by educational attaintment - High,1702.6
2023-Q3,Costa Rica,Monthly Income Per Capita by educational attaintment - High,1699.1
2016-Q1,El Salvador,Mean Monthly Labor Income by educational attaintment - High,1695.5
2020-Q1,Dominican Republic,Mean Monthly Labor Income by educational attaintment - High,1688.9
2019-Q2,Bolivia,Mean Monthly Labor Income by educational attaintment - High,1685.4
2017-Q4,Dominican Republic,Mean Monthly Labor Income by educational attaintment - High,1683.6
2017-Q3,Dominican Republic,Mean Monthly Labor Income by educational attaintment - High,1683.3
2021-Q1,Colombia,Mean Monthly Labor Income by educational attaintment - High,1683.3
2020-Q2,Argentina,Mean Monthly Labor Income by educational attaintment - High,1681.5
2021-Q1,Costa Rica,Monthly Income Per Capita by educational attaintment - High,1681.5
2023-Q1,Colombia,Mean Monthly Labor Income by educational attaintment - High,1679.8
2016-Q1,Brazil,Monthly Income Per Capita by educational attaintment - High,1678.8
2024-Q3,Costa Rica,Monthly Income Per Capita by educational attaintment - High,1674.8
2020-Q1,Argentina,Mean Monthly Labor Income by educational attaintment - High,1673.5
2021-Q2,Colombia,Mean Monthly Labor Income by educational attaintment - High,1673.1
2019-Q4,Argentina,Mean Monthly Labor Income by educational attaintment - High,1671.8
2022-Q4,Paraguay,Mean Monthly Labor Income by educational attaintment - High,1671.2
2019-Q3,Bolivia,Mean Monthly Labor Income by educational attaintment - High,1668.7
2019-Q4,Bolivia,Mean Monthly Labor Income by educational attaintment - High,1666.8
2022-Q2,Colombia,Mean Monthly Labor Income by educational attaintment - High,1665.0
2019-Q1,Paraguay,Monthly Income Per Capita by educational attaintment - High,1663.4
2020-Q3,Costa Rica,Monthly Income Per Capita by educational attaintment - High,1663.0
2021-Q2,Argentina,Mean Monthly Labor Income by educational attaintment - High,1661.8
2023-Q2,Colombia,Mean Monthly Labor Income by educational attaintment - High,1660.7
2017-Q4,Brazil,Monthly Income Per Capita by educational attaintment - High,1660.0
2018-Q3,Paraguay,Monthly Income Per Capita by educational attaintment - High,1658.8
2016-Q4,Brazil,Monthly Income Per Capita by educational attaintment - High,1658.1
2020-Q2,Bolivia,Mean Monthly Labor Income by educational attaintment - High,1658.0
2021-Q3,Colombia,Mean Monthly Labor Income by educational attaintment - High,1654.2
2022-Q4,Uruguay,Monthly Income Per Capita by educational attaintment - High,1653.4
2019-Q4,Brazil,Monthly Income Per Capita by educational attaintment - High,1650.0
2019-Q1,Dominican Republic,Monthly Income Per Capita by educational attaintment - High,1646.9
2016-Q3,Brazil,Monthly Income Per Capita by educational attaintment - High,1643.9
2023-Q1,Paraguay,Mean Monthly Labor Income by educational attaintment - High,1643.0
2019-Q1,Uruguay,Monthly Income Per Capita by educational attaintment - High,1642.9
2023-Q1,Uruguay,Monthly Income Per Capita by educational attaintment - High,1642.2
2017-Q1,Dominican Republic,Mean Monthly Labor Income by educational attaintment - High,1641.8
2016-Q1,Costa Rica,Mean Monthly Labor Income by age - 55-64,1641.4
2022-Q2,Uruguay,Monthly Income Per Capita by educational attaintment - High,1640.7
2017-Q3,Brazil,Monthly Income Per Capita by educational attaintment - High,1640.5
2016-Q2,Brazil,Monthly Income Per Capita by educational attaintment - High,1637.8
2018-Q4,Brazil,Monthly Income Per Capita by educational attaintment - High,1636.0
2018-Q1,Argentina,Monthly Income Per Capita by educational attaintment - High,1635.1
2018-Q3,Brazil,Monthly Income Per Capita by educational attaintment - High,1634.5
2021-Q4,Colombia,Mean Monthly Labor Income by educational attaintment - High,1630.8
2022-Q1,Colombia,Mean Monthly Labor Income by educational attaintment - High,1630.3
2018-Q2,Paraguay,Monthly Income Per Capita by educational attaintment - High,1629.5
2017-Q2,Paraguay,Monthly Income Per Capita by educational attaintment - High,1629.4
2023-Q2,Costa Rica,Monthly Income Per Capita by educational attaintment - High,1626.9
2018-Q2,Brazil,Monthly Income Per Capita by educational attaintment - High,1626.5
2019-Q3,Brazil,Monthly Income Per Capita by educational attaintment - High,1626.3
2017-Q1,Brazil,Monthly Income Per Capita by educational attaintment - High,1624.3
2018-Q4,Bolivia,Mean Monthly Labor Income by educational attaintment - High,1621.8
2017-Q2,Brazil,Monthly Income Per Capita by educational attaintment - High,1621.4
2024-Q2,Costa Rica,Monthly Income Per Capita by educational attaintment - High,1620.9
2018-Q4,Dominican Republic,Monthly Income Per Capita by educational attaintment - High,1619.8
2023-Q4,Costa Rica,Monthly Income Per Capita by educational attaintment - High,1617.7
2018-Q1,Brazil,Monthly Income Per Capita by educational attaintment - High,1617.0
2023-Q3,Paraguay,Mean Monthly Labor Income by educational attaintment - High,1607.8
2019-Q1,Bolivia,Mean Monthly Labor Income by educational attaintment - High,1607.8
2021-Q4,Argentina,Mean Monthly Labor Income by educational attaintment - High,1607.6
2020-Q4,Bolivia,Mean Monthly Labor Income by educational attaintment - High,1607.4
2021-Q1,Ecuador,Mean Monthly Labor Income by educational attaintment - High,1605.2
2019-Q2,Brazil,Monthly Income Per Capita by educational attaintment - High,1603.2
2018-Q1,Argentina,Mean Monthly Labor Income by age - 65+,1602.4
2022-Q1,Argentina,Mean Monthly Labor Income by educational attaintment - High,1601.5
2021-Q1,Bolivia,Mean Monthly Labor Income by educational attaintment - High,1596.1
2021-Q3,Bolivia,Mean Monthly Labor Income by educational attaintment - High,1596.1
2019-Q1,Brazil,Monthly Income Per Capita by educational attaintment - High,1595.9
2020-Q1,Brazil,Monthly Income Per Capita by educational attaintment - High,1594.6
2018-Q2,Bolivia,Mean Monthly Labor Income by educational attaintment - High,1593.0
2023-Q1,Costa Rica,Monthly Income Per Capita by educational attaintment - High,1593.0
2022-Q4,Costa Rica,Monthly Income Per Capita by educational attaintment - High,1589.8
2018-Q1,Paraguay,Monthly Income Per Capita by educational attaintment - High,1589.2
2016-Q4,Bolivia,Mean Monthly Labor Income by educational attaintment - High,1588.3
2024-Q3,Argentina,Mean Monthly Labor Income by educational attaintment - High,1587.3
2017-Q1,Bolivia,Mean Monthly Labor Income by educational attaintment - High,1586.7
2022-Q1,Ecuador,Mean Monthly Labor Income by educational attaintment - High,1584.7
2021-Q3,Argentina,Mean Monthly Labor Income by educational attaintment - High,1584.0
2019-Q1,El Salvador,Mean Monthly Labor Income by educational attaintment - High,1583.0
2022-Q3,Paraguay,Mean Monthly Labor Income by educational attaintment - High,1580.5
2024-Q3,Brazil,Monthly Income Per Capita by educational attaintment - High,1580.2
2017-Q4,Paraguay,Monthly Income Per Capita by educational attaintment - High,1579.6
2024-Q2,Brazil,Monthly Income Per Capita by educational attaintment - High,1577.9
2017-Q2,Dominican Republic,Mean Monthly Labor Income by educational attaintment - High,1577.5
2023-Q1,Ecuador,Mean Monthly Labor Income by educational attaintment - High,1575.2
2016-Q3,Costa Rica,Mean Monthly Labor Income by age - 55-64,1572.7
2024-Q1,Ecuador,Mean Monthly Labor Income by educational attaintment - High,1569.2
2017-Q3,Paraguay,Monthly Income Per Capita by educational attaintment - High,1567.0
2022-Q1,Paraguay,Mean Monthly Labor Income by educational attaintment - High,1565.8
2017-Q2,Bolivia,Mean Monthly Labor Income by educational attaintment - High,1564.6
2024-Q2,Dominican Republic,Mean Monthly Labor Income by educational attaintment - High,1562.3
2018-Q1,Bolivia,Mean Monthly Labor Income by educational attaintment - High,1560.6
2024-Q2,Paraguay,Mean Monthly Labor Income by educational attaintment - High,1558.8
2023-Q3,Bolivia,Mean Monthly Labor Income by educational attaintment - High,1558.8
2018-Q2,Dominican Republic,Monthly Income Per Capita by educational attaintment - High,1558.6
2024-Q3,Paraguay,Mean Monthly Labor Income by educational attaintment - High,1558.3
2016-Q4,Argentina,Monthly Income Per Capita by educational attaintment - High,1558.0
2022-Q2,Bolivia,Mean Monthly Labor Income by educational attaintment - High,1557.2
2016-Q1,Costa Rica,Mean Monthly Labor Income by age - 45-54,1557.1
2017-Q3,Bolivia,Mean Monthly Labor Income by educational attaintment - High,1555.9
2023-Q1,Argentina,Mean Monthly Labor Income by educational attaintment - High,1555.8
2024-Q1,Bolivia,Mean Monthly Labor Income by educational attaintment - High,1555.1
2021-Q4,Bolivia,Mean Monthly Labor Income by educational attaintment - High,1555.1
2021-Q2,Bolivia,Mean Monthly Labor Income by educational attaintment - High,1554.3
2017-Q3,Argentina,Monthly Income Per Capita by educational attaintment - High,1554.3
2024-Q3,Dominican Republic,Mean Monthly Labor Income by educational attaintment - High,1553.9
2023-Q4,Paraguay,Mean Monthly Labor Income by educational attaintment - High,1553.5
2021-Q1,Argentina,Mean Monthly Labor Income by educational attaintment - High,1553.2
2024-Q1,Costa Rica,Monthly Income Per Capita by educational attaintment - High,1552.6
2016-Q3,Argentina,Monthly Income Per Capita by educational attaintment - High,1552.0
2022-Q2,Paraguay,Mean Monthly Labor Income by educational attaintment - High,1548.9
2023-Q4,Bolivia,Mean Monthly Labor Income by educational attaintment - High,1548.8
2018-Q2,Paraguay,Mean Monthly Labor Income by age - 45-54,1548.5
2017-Q4,Bolivia,Mean Monthly Labor Income by educational attaintment - High,1543.4
2024-Q2,Bolivia,Mean Monthly Labor Income by educational attaintment - High,1543.1
2020-Q3,Argentina,Mean Monthly Labor Income by educational attaintment - High,1543.0
2019-Q2,El Salvador,Mean Monthly Labor Income by educational attaintment - High,1541.7
2023-Q3,Argentina,Mean Monthly Labor Income by educational attaintment - High,1540.2
2017-Q1,El Salvador,Mean Monthly Labor Income by educational attaintment - High,1539.5
2018-Q3,Bolivia,Mean Monthly Labor Income by educational attaintment - High,1538.9
2020-Q3,Bolivia,Mean Monthly Labor Income by educational attaintment - High,1538.3
2017-Q4,Argentina,Monthly Income Per Capita by educational attaintment - High,1536.7
2022-Q3,Argentina,Mean Monthly Labor Income by educational attaintment - High,1534.5
2017-Q2,Argentina,Monthly Income Per Capita by educational attaintment - High,1533.7
2023-Q4,Dominican Republic,Mean Monthly Labor Income by educational attaintment - High,1533.2
2023-Q4,Brazil,Monthly Income Per Capita by educational attaintment - High,1531.7
2017-Q1,Argentina,Monthly Income Per Capita by educational attaintment - High,1528.9
2018-Q1,Argentina,Mean Monthly Labor Income by age - 45-54,1527.8
2024-Q1,Brazil,Monthly Income Per Capita by educational attaintment - High,1525.6
2022-Q1,Bolivia,Mean Monthly Labor Income by educational attaintment - High,1525.2
2023-Q2,Bolivia,Mean Monthly Labor Income by educational attaintment - High,1523.7
2020-Q3,Brazil,Monthly Income Per Capita by educational attaintment - High,1520.5
